,country,indicator,date,value
26091,Slovenia,Daily ICU occupancy,22-07-2021,7.0
26092,Slovenia,Daily ICU occupancy,23-07-2021,8.0
26093,Slovenia,Daily ICU occupancy,24-07-2021,8.0
26094,Slovenia,Daily ICU occupancy,25-07-2021,8.0
26095,Slovenia,Daily ICU occupancy,26-07-2021,8.0
26096,Slovenia,Daily ICU occupancy,27-07-2021,7.0
26097,Slovenia,Daily ICU occupancy,28-07-2021,7.0
26098,Slovenia,Daily ICU occupancy,29-07-2021,8.0
26099,Slovenia,Daily ICU occupancy,30-07-2021,9.0
26100,Slovenia,Daily ICU occupancy,31-07-2021,9.0
26101,Slovenia,Daily ICU occupancy,01-08-2021,8.0
26102,Slovenia,Daily ICU occupancy,02-08-2021,9.0
26103,Slovenia,Daily ICU occupancy,03-08-2021,9.0
26104,Slovenia,Daily ICU occupancy,04-08-2021,8.0
26105,Slovenia,Daily ICU occupancy,05-08-2021,8.0
26106,Slovenia,Daily ICU occupancy,06-08-2021,7.0
26107,Slovenia,Daily ICU occupancy,07-08-2021,8.0
26108,Slovenia,Daily ICU occupancy,08-08-2021,7.0
26109,Slovenia,Daily ICU occupancy,09-08-2021,7.0
26110,Slovenia,Daily ICU occupancy,10-08-2021,7.0
26111,Slovenia,Daily ICU occupancy,11-08-2021,7.0
26112,Slovenia,Daily ICU occupancy,12-08-2021,7.0
26113,Slovenia,Daily ICU occupancy,13-08-2021,6.0
26114,Slovenia,Daily ICU occupancy,14-08-2021,7.0
26115,Slovenia,Daily ICU occupancy,15-08-2021,8.0
26116,Slovenia,Daily ICU occupancy,16-08-2021,9.0
26117,Slovenia,Daily ICU occupancy,17-08-2021,10.0
26118,Slovenia,Daily ICU occupancy,18-08-2021,8.0
26119,Slovenia,Daily ICU occupancy,19-08-2021,9.0
26120,Slovenia,Daily ICU occupancy,20-08-2021,11.0
26121,Slovenia,Daily ICU occupancy,21-08-2021,14.0
26122,Slovenia,Daily ICU occupancy,22-08-2021,16.0
26123,Slovenia,Daily ICU occupancy,23-08-2021,17.0
26124,Slovenia,Daily ICU occupancy,24-08-2021,18.0
26125,Slovenia,Daily ICU occupancy,25-08-2021,18.0
26126,Slovenia,Daily ICU occupancy,26-08-2021,18.0
26127,Slovenia,Daily ICU occupancy,27-08-2021,20.0
26128,Slovenia,Daily ICU occupancy,28-08-2021,20.0
26129,Slovenia,Daily ICU occupancy,29-08-2021,21.0
26130,Slovenia,Daily ICU occupancy,30-08-2021,24.0
26131,Slovenia,Daily ICU occupancy,31-08-2021,29.0
26132,Slovenia,Daily ICU occupancy,01-09-2021,34.0
26133,Slovenia,Daily ICU occupancy,02-09-2021,39.0
26134,Slovenia,Daily ICU occupancy,03-09-2021,42.0
26135,Slovenia,Daily ICU occupancy,04-09-2021,42.0
26136,Slovenia,Daily ICU occupancy,05-09-2021,41.0
26137,Slovenia,Daily ICU occupancy,06-09-2021,47.0
26138,Slovenia,Daily ICU occupancy,07-09-2021,50.0
26139,Slovenia,Daily ICU occupancy,08-09-2021,58.0
26140,Slovenia,Daily ICU occupancy,09-09-2021,60.0
26141,Slovenia,Daily ICU occupancy,10-09-2021,58.0
26142,Slovenia,Daily ICU occupancy,11-09-2021,60.0
26143,Slovenia,Daily ICU occupancy,12-09-2021,65.0
26144,Slovenia,Daily ICU occupancy,13-09-2021,66.0
26145,Slovenia,Daily ICU occupancy,14-09-2021,71.0
26146,Slovenia,Daily ICU occupancy,15-09-2021,71.0
26147,Slovenia,Daily ICU occupancy,16-09-2021,78.0
26148,Slovenia,Daily ICU occupancy,17-09-2021,84.0
26149,Slovenia,Daily ICU occupancy,18-09-2021,88.0
26150,Slovenia,Daily ICU occupancy,19-09-2021,94.0
26151,Slovenia,Daily ICU occupancy,20-09-2021,98.0
26152,Slovenia,Daily ICU occupancy,21-09-2021,101.0
26153,Slovenia,Daily ICU occupancy,22-09-2021,103.0
26154,Slovenia,Daily ICU occupancy,23-09-2021,101.0
26155,Slovenia,Daily ICU occupancy,24-09-2021,103.0
26156,Slovenia,Daily ICU occupancy,25-09-2021,102.0
26157,Slovenia,Daily ICU occupancy,26-09-2021,104.0
26158,Slovenia,Daily ICU occupancy,27-09-2021,106.0
26159,Slovenia,Daily ICU occupancy,28-09-2021,104.0
26160,Slovenia,Daily ICU occupancy,29-09-2021,112.0
26161,Slovenia,Daily ICU occupancy,30-09-2021,107.0
26162,Slovenia,Daily ICU occupancy,01-10-2021,114.0
26163,Slovenia,Daily ICU occupancy,02-10-2021,120.0
26164,Slovenia,Daily ICU occupancy,03-10-2021,121.0
26165,Slovenia,Daily ICU occupancy,04-10-2021,120.0
26166,Slovenia,Daily ICU occupancy,05-10-2021,120.0
26167,Slovenia,Daily ICU occupancy,06-10-2021,113.0
26168,Slovenia,Daily ICU occupancy,07-10-2021,113.0
26169,Slovenia,Daily ICU occupancy,08-10-2021,114.0
26170,Slovenia,Daily ICU occupancy,09-10-2021,115.0
26171,Slovenia,Daily ICU occupancy,10-10-2021,117.0
26172,Slovenia,Daily ICU occupancy,11-10-2021,117.0
26173,Slovenia,Daily ICU occupancy,12-10-2021,114.0
26174,Slovenia,Daily ICU occupancy,13-10-2021,121.0
26175,Slovenia,Daily ICU occupancy,14-10-2021,116.0
26176,Slovenia,Daily ICU occupancy,15-10-2021,116.0
26177,Slovenia,Daily ICU occupancy,16-10-2021,116.0
26178,Slovenia,Daily ICU occupancy,17-10-2021,121.0
26179,Slovenia,Daily ICU occupancy,18-10-2021,119.0
26180,Slovenia,Daily ICU occupancy,19-10-2021,120.0
26181,Slovenia,Daily ICU occupancy,20-10-2021,119.0
26182,Slovenia,Daily ICU occupancy,21-10-2021,118.0
26183,Slovenia,Daily ICU occupancy,22-10-2021,121.0
26184,Slovenia,Daily ICU occupancy,23-10-2021,117.0
26185,Slovenia,Daily ICU occupancy,24-10-2021,124.0
26186,Slovenia,Daily ICU occupancy,25-10-2021,124.0
26187,Slovenia,Daily ICU occupancy,26-10-2021,128.0
26188,Slovenia,Daily ICU occupancy,27-10-2021,130.0
26189,Slovenia,Daily ICU occupancy,28-10-2021,128.0
26190,Slovenia,Daily ICU occupancy,29-10-2021,130.0
26191,Slovenia,Daily ICU occupancy,30-10-2021,128.0
26192,Slovenia,Daily ICU occupancy,31-10-2021,136.0
26193,Slovenia,Daily ICU occupancy,01-11-2021,142.0
26194,Slovenia,Daily ICU occupancy,02-11-2021,155.0
26195,Slovenia,Daily ICU occupancy,03-11-2021,154.0
26196,Slovenia,Daily ICU occupancy,04-11-2021,165.0
26197,Slovenia,Daily ICU occupancy,05-11-2021,172.0
26198,Slovenia,Daily ICU occupancy,06-11-2021,174.0
26199,Slovenia,Daily ICU occupancy,07-11-2021,180.0
26200,Slovenia,Daily ICU occupancy,08-11-2021,184.0
26201,Slovenia,Daily ICU occupancy,09-11-2021,187.0
26202,Slovenia,Daily ICU occupancy,10-11-2021,186.0
26203,Slovenia,Daily ICU occupancy,11-11-2021,206.0
26204,Slovenia,Daily ICU occupancy,12-11-2021,209.0
26205,Slovenia,Daily ICU occupancy,13-11-2021,219.0
26206,Slovenia,Daily ICU occupancy,14-11-2021,222.0
26207,Slovenia,Daily ICU occupancy,15-11-2021,228.0
26208,Slovenia,Daily ICU occupancy,16-11-2021,236.0
26209,Slovenia,Daily ICU occupancy,17-11-2021,246.0
26210,Slovenia,Daily ICU occupancy,18-11-2021,253.0
26211,Slovenia,Daily ICU occupancy,19-11-2021,253.0
26212,Slovenia,Daily ICU occupancy,20-11-2021,264.0
26213,Slovenia,Daily ICU occupancy,21-11-2021,265.0
26214,Slovenia,Daily ICU occupancy,22-11-2021,276.0
26215,Slovenia,Daily ICU occupancy,23-11-2021,283.0
26216,Slovenia,Daily ICU occupancy,24-11-2021,280.0
26217,Slovenia,Daily ICU occupancy,25-11-2021,288.0
26218,Slovenia,Daily ICU occupancy,26-11-2021,289.0
26219,Slovenia,Daily ICU occupancy,27-11-2021,283.0
26220,Slovenia,Daily ICU occupancy,28-11-2021,284.0
26221,Slovenia,Daily ICU occupancy,29-11-2021,279.0
26222,Slovenia,Daily ICU occupancy,30-11-2021,277.0
26223,Slovenia,Daily ICU occupancy,01-12-2021,276.0
26224,Slovenia,Daily ICU occupancy,02-12-2021,274.0
26225,Slovenia,Daily ICU occupancy,03-12-2021,270.0
26226,Slovenia,Daily ICU occupancy,04-12-2021,264.0
26227,Slovenia,Daily ICU occupancy,05-12-2021,271.0
26228,Slovenia,Daily ICU occupancy,06-12-2021,266.0
26229,Slovenia,Daily ICU occupancy,07-12-2021,267.0
26230,Slovenia,Daily ICU occupancy,08-12-2021,259.0
26231,Slovenia,Daily ICU occupancy,09-12-2021,251.0
26232,Slovenia,Daily ICU occupancy,10-12-2021,241.0
26233,Slovenia,Daily ICU occupancy,11-12-2021,242.0
26234,Slovenia,Daily ICU occupancy,12-12-2021,240.0
26235,Slovenia,Daily ICU occupancy,13-12-2021,235.0
26236,Slovenia,Daily ICU occupancy,14-12-2021,236.0
26237,Slovenia,Daily ICU occupancy,15-12-2021,231.0
26238,Slovenia,Daily ICU occupancy,16-12-2021,234.0
26239,Slovenia,Daily ICU occupancy,17-12-2021,236.0
26240,Slovenia,Daily ICU occupancy,18-12-2021,220.0
26241,Slovenia,Daily ICU occupancy,19-12-2021,215.0
26242,Slovenia,Daily ICU occupancy,20-12-2021,215.0
26243,Slovenia,Daily ICU occupancy,21-12-2021,206.0
26244,Slovenia,Daily ICU occupancy,22-12-2021,206.0
26245,Slovenia,Daily ICU occupancy,23-12-2021,202.0
26246,Slovenia,Daily ICU occupancy,24-12-2021,202.0
26247,Slovenia,Daily ICU occupancy,25-12-2021,200.0
26248,Slovenia,Daily ICU occupancy,26-12-2021,195.0
26249,Slovenia,Daily ICU occupancy,27-12-2021,199.0
26250,Slovenia,Daily ICU occupancy,28-12-2021,199.0
26251,Slovenia,Daily ICU occupancy,29-12-2021,189.0
26252,Slovenia,Daily ICU occupancy,30-12-2021,187.0
26253,Slovenia,Daily ICU occupancy,31-12-2021,180.0
26254,Slovenia,Daily ICU occupancy,01-01-2022,172.0
26255,Slovenia,Daily ICU occupancy,02-01-2022,171.0
26256,Slovenia,Daily ICU occupancy,03-01-2022,171.0
26257,Slovenia,Daily ICU occupancy,04-01-2022,163.0
26258,Slovenia,Daily ICU occupancy,05-01-2022,157.0
26259,Slovenia,Daily ICU occupancy,06-01-2022,160.0
26260,Slovenia,Daily ICU occupancy,07-01-2022,155.0
26261,Slovenia,Daily ICU occupancy,08-01-2022,156.0
26262,Slovenia,Daily ICU occupancy,09-01-2022,159.0
26263,Slovenia,Daily ICU occupancy,10-01-2022,157.0
26264,Slovenia,Daily ICU occupancy,11-01-2022,160.0
26265,Slovenia,Daily ICU occupancy,12-01-2022,154.0
26266,Slovenia,Daily ICU occupancy,13-01-2022,153.0
26267,Slovenia,Daily ICU occupancy,14-01-2022,154.0
26268,Slovenia,Daily ICU occupancy,15-01-2022,153.0
26269,Slovenia,Daily ICU occupancy,16-01-2022,156.0
26270,Slovenia,Daily ICU occupancy,17-01-2022,156.0
26271,Slovenia,Daily ICU occupancy,18-01-2022,154.0
26272,Slovenia,Daily ICU occupancy,19-01-2022,154.0
26273,Slovenia,Daily ICU occupancy,20-01-2022,146.0
26274,Slovenia,Daily ICU occupancy,21-01-2022,143.0
26275,Slovenia,Daily ICU occupancy,22-01-2022,136.0
26276,Slovenia,Daily ICU occupancy,23-01-2022,136.0
26277,Slovenia,Daily ICU occupancy,24-01-2022,135.0
26278,Slovenia,Daily ICU occupancy,25-01-2022,130.0
26279,Slovenia,Daily ICU occupancy,26-01-2022,125.0
26280,Slovenia,Daily ICU occupancy,27-01-2022,124.0
26281,Slovenia,Daily ICU occupancy,28-01-2022,130.0
26282,Slovenia,Daily ICU occupancy,29-01-2022,127.0
26283,Slovenia,Daily ICU occupancy,30-01-2022,133.0
26284,Slovenia,Daily ICU occupancy,31-01-2022,137.0
26285,Slovenia,Daily ICU occupancy,01-02-2022,132.0
26286,Slovenia,Daily ICU occupancy,02-02-2022,130.0
26287,Slovenia,Daily ICU occupancy,03-02-2022,127.0
26288,Slovenia,Daily ICU occupancy,04-02-2022,133.0
26289,Slovenia,Daily ICU occupancy,05-02-2022,133.0
26290,Slovenia,Daily ICU occupancy,06-02-2022,134.0
26291,Slovenia,Daily ICU occupancy,07-02-2022,134.0
26292,Slovenia,Daily ICU occupancy,08-02-2022,141.0
26293,Slovenia,Daily ICU occupancy,09-02-2022,146.0
26294,Slovenia,Daily ICU occupancy,10-02-2022,141.0
26295,Slovenia,Daily ICU occupancy,11-02-2022,136.0
26296,Slovenia,Daily ICU occupancy,12-02-2022,134.0
26297,Slovenia,Daily ICU occupancy,13-02-2022,133.0
26298,Slovenia,Daily ICU occupancy,14-02-2022,136.0
26299,Slovenia,Daily ICU occupancy,15-02-2022,130.0
26300,Slovenia,Daily ICU occupancy,16-02-2022,125.0
26301,Slovenia,Daily ICU occupancy,17-02-2022,119.0
26302,Slovenia,Daily ICU occupancy,18-02-2022,113.0
26303,Slovenia,Daily ICU occupancy,19-02-2022,109.0
26304,Slovenia,Daily ICU occupancy,20-02-2022,110.0
26305,Slovenia,Daily ICU occupancy,21-02-2022,112.0
26306,Slovenia,Daily ICU occupancy,22-02-2022,111.0
26307,Slovenia,Daily ICU occupancy,23-02-2022,115.0
26308,Slovenia,Daily ICU occupancy,24-02-2022,112.0
26309,Slovenia,Daily ICU occupancy,25-02-2022,117.0
26310,Slovenia,Daily ICU occupancy,26-02-2022,106.0
26311,Slovenia,Daily ICU occupancy,27-02-2022,108.0
26312,Slovenia,Daily ICU occupancy,28-02-2022,104.0
26313,Slovenia,Daily ICU occupancy,01-03-2022,94.0
26314,Slovenia,Daily ICU occupancy,02-03-2022,89.0
26315,Slovenia,Daily ICU occupancy,03-03-2022,83.0
26316,Slovenia,Daily ICU occupancy,04-03-2022,80.0
26317,Slovenia,Daily ICU occupancy,05-03-2022,78.0
26318,Slovenia,Daily ICU occupancy,06-03-2022,81.0
26319,Slovenia,Daily ICU occupancy,07-03-2022,80.0
26320,Slovenia,Daily ICU occupancy,08-03-2022,85.0
26321,Slovenia,Daily ICU occupancy,09-03-2022,87.0
26322,Slovenia,Daily ICU occupancy,10-03-2022,86.0
26323,Slovenia,Daily ICU occupancy,11-03-2022,77.0
26324,Slovenia,Daily ICU occupancy,12-03-2022,71.0
26325,Slovenia,Daily ICU occupancy,13-03-2022,71.0
26326,Slovenia,Daily ICU occupancy,14-03-2022,67.0
26327,Slovenia,Daily ICU occupancy,15-03-2022,67.0
26328,Slovenia,Daily ICU occupancy,16-03-2022,61.0
26329,Slovenia,Daily ICU occupancy,17-03-2022,58.0
26330,Slovenia,Daily ICU occupancy,18-03-2022,62.0
26331,Slovenia,Daily ICU occupancy,19-03-2022,61.0
26332,Slovenia,Daily ICU occupancy,20-03-2022,58.0
26333,Slovenia,Daily ICU occupancy,21-03-2022,58.0
26334,Slovenia,Daily ICU occupancy,22-03-2022,56.0
26335,Slovenia,Daily ICU occupancy,23-03-2022,52.0
26336,Slovenia,Daily ICU occupancy,24-03-2022,50.0
26337,Slovenia,Daily ICU occupancy,25-03-2022,49.0
26338,Slovenia,Daily ICU occupancy,26-03-2022,50.0
26339,Slovenia,Daily ICU occupancy,27-03-2022,53.0
26340,Slovenia,Daily ICU occupancy,28-03-2022,55.0
26341,Slovenia,Daily ICU occupancy,29-03-2022,55.0
26342,Slovenia,Daily ICU occupancy,30-03-2022,50.0
26343,Slovenia,Daily ICU occupancy,31-03-2022,46.0
26344,Slovenia,Daily ICU occupancy,01-04-2022,44.0
26345,Slovenia,Daily ICU occupancy,02-04-2022,39.0
26346,Slovenia,Daily ICU occupancy,03-04-2022,40.0
26347,Slovenia,Daily ICU occupancy,04-04-2022,39.0
26348,Slovenia,Daily ICU occupancy,05-04-2022,37.0
26349,Slovenia,Daily ICU occupancy,06-04-2022,40.0
26350,Slovenia,Daily ICU occupancy,07-04-2022,38.0
26351,Slovenia,Daily ICU occupancy,08-04-2022,38.0
26352,Slovenia,Daily ICU occupancy,09-04-2022,37.0
26353,Slovenia,Daily ICU occupancy,10-04-2022,42.0
26354,Slovenia,Daily ICU occupancy,11-04-2022,39.0
26355,Slovenia,Daily ICU occupancy,12-04-2022,32.0
26356,Slovenia,Daily ICU occupancy,13-04-2022,31.0
26357,Slovenia,Daily ICU occupancy,14-04-2022,29.0
26358,Slovenia,Daily ICU occupancy,15-04-2022,29.0
26359,Slovenia,Daily ICU occupancy,16-04-2022,28.0
26360,Slovenia,Daily ICU occupancy,17-04-2022,30.0
26361,Slovenia,Daily ICU occupancy,18-04-2022,30.0
26362,Slovenia,Daily ICU occupancy,19-04-2022,30.0
26363,Slovenia,Daily ICU occupancy,20-04-2022,28.0
26364,Slovenia,Daily ICU occupancy,21-04-2022,29.0
26365,Slovenia,Daily ICU occupancy,22-04-2022,29.0
26366,Slovenia,Daily ICU occupancy,23-04-2022,30.0
26367,Slovenia,Daily ICU occupancy,24-04-2022,33.0
26368,Slovenia,Daily ICU occupancy,25-04-2022,30.0
26369,Slovenia,Daily ICU occupancy,26-04-2022,29.0
26370,Slovenia,Daily ICU occupancy,27-04-2022,28.0
26371,Slovenia,Daily ICU occupancy,28-04-2022,26.0
26372,Slovenia,Daily ICU occupancy,29-04-2022,23.0
26373,Slovenia,Daily ICU occupancy,30-04-2022,23.0
26374,Slovenia,Daily ICU occupancy,01-05-2022,24.0
26375,Slovenia,Daily ICU occupancy,02-05-2022,22.0
26376,Slovenia,Daily ICU occupancy,03-05-2022,22.0
26377,Slovenia,Daily ICU occupancy,04-05-2022,22.0
26378,Slovenia,Daily ICU occupancy,05-05-2022,21.0
26379,Slovenia,Daily ICU occupancy,06-05-2022,17.0
26380,Slovenia,Daily ICU occupancy,07-05-2022,18.0
26381,Slovenia,Daily ICU occupancy,08-05-2022,19.0
26382,Slovenia,Daily ICU occupancy,09-05-2022,21.0
26383,Slovenia,Daily ICU occupancy,10-05-2022,22.0
26384,Slovenia,Daily ICU occupancy,11-05-2022,19.0
26385,Slovenia,Daily ICU occupancy,12-05-2022,15.0
26386,Slovenia,Daily ICU occupancy,13-05-2022,14.0
26387,Slovenia,Daily ICU occupancy,14-05-2022,9.0
26388,Slovenia,Daily ICU occupancy,15-05-2022,9.0
26389,Slovenia,Daily ICU occupancy,16-05-2022,9.0
26390,Slovenia,Daily ICU occupancy,17-05-2022,9.0
26391,Slovenia,Daily ICU occupancy,18-05-2022,8.0
26392,Slovenia,Daily ICU occupancy,19-05-2022,8.0
26393,Slovenia,Daily ICU occupancy,20-05-2022,8.0
26394,Slovenia,Daily ICU occupancy,21-05-2022,6.0
26395,Slovenia,Daily ICU occupancy,22-05-2022,6.0
26396,Slovenia,Daily ICU occupancy,23-05-2022,7.0
26397,Slovenia,Daily ICU occupancy,24-05-2022,6.0
26398,Slovenia,Daily ICU occupancy,25-05-2022,6.0
26399,Slovenia,Daily ICU occupancy,26-05-2022,6.0
26400,Slovenia,Daily ICU occupancy,27-05-2022,6.0
26401,Slovenia,Daily ICU occupancy,28-05-2022,5.0
26402,Slovenia,Daily ICU occupancy,29-05-2022,5.0
26403,Slovenia,Daily ICU occupancy,30-05-2022,6.0
26404,Slovenia,Daily ICU occupancy,31-05-2022,7.0
26405,Slovenia,Daily ICU occupancy,01-06-2022,6.0
26406,Slovenia,Daily ICU occupancy,02-06-2022,6.0
26407,Slovenia,Daily ICU occupancy,03-06-2022,7.0
26408,Slovenia,Daily ICU occupancy,04-06-2022,7.0
26409,Slovenia,Daily ICU occupancy,05-06-2022,7.0
26410,Slovenia,Daily ICU occupancy,06-06-2022,7.0
26411,Slovenia,Daily ICU occupancy,07-06-2022,7.0
26412,Slovenia,Daily ICU occupancy,08-06-2022,6.0
26413,Slovenia,Daily ICU occupancy,09-06-2022,7.0
26414,Slovenia,Daily ICU occupancy,10-06-2022,6.0
26415,Slovenia,Daily ICU occupancy,11-06-2022,6.0
26416,Slovenia,Daily ICU occupancy,12-06-2022,6.0
26417,Slovenia,Daily ICU occupancy,13-06-2022,6.0
26418,Slovenia,Daily ICU occupancy,14-06-2022,7.0
26419,Slovenia,Daily ICU occupancy,15-06-2022,7.0
26420,Slovenia,Daily ICU occupancy,16-06-2022,7.0
26421,Slovenia,Daily ICU occupancy,17-06-2022,7.0
26422,Slovenia,Daily ICU occupancy,18-06-2022,6.0
26423,Slovenia,Daily ICU occupancy,19-06-2022,6.0
26424,Slovenia,Daily ICU occupancy,20-06-2022,6.0
26425,Slovenia,Daily ICU occupancy,21-06-2022,6.0
26426,Slovenia,Daily ICU occupancy,22-06-2022,8.0
26427,Slovenia,Daily ICU occupancy,23-06-2022,10.0
26428,Slovenia,Daily ICU occupancy,24-06-2022,10.0
26429,Slovenia,Daily ICU occupancy,25-06-2022,10.0
26430,Slovenia,Daily ICU occupancy,26-06-2022,11.0
26431,Slovenia,Daily ICU occupancy,27-06-2022,11.0
26432,Slovenia,Daily ICU occupancy,28-06-2022,12.0
26433,Slovenia,Daily ICU occupancy,29-06-2022,11.0
26434,Slovenia,Daily ICU occupancy,30-06-2022,11.0
26435,Slovenia,Daily ICU occupancy,01-07-2022,10.0
26436,Slovenia,Daily ICU occupancy,02-07-2022,11.0
26437,Slovenia,Daily ICU occupancy,03-07-2022,11.0
26438,Slovenia,Daily ICU occupancy,04-07-2022,12.0
26439,Slovenia,Daily ICU occupancy,05-07-2022,10.0
26440,Slovenia,Daily ICU occupancy,06-07-2022,10.0
26441,Slovenia,Daily ICU occupancy,07-07-2022,10.0
26442,Slovenia,Daily ICU occupancy,08-07-2022,12.0
26443,Slovenia,Daily ICU occupancy,09-07-2022,11.0
26444,Slovenia,Daily ICU occupancy,10-07-2022,13.0
26445,Slovenia,Daily ICU occupancy,11-07-2022,15.0
26446,Slovenia,Daily ICU occupancy,12-07-2022,14.0
26447,Slovenia,Daily ICU occupancy,13-07-2022,15.0
26448,Slovenia,Daily ICU occupancy,14-07-2022,12.0
26449,Slovenia,Daily ICU occupancy,15-07-2022,14.0
26450,Slovenia,Daily ICU occupancy,16-07-2022,15.0
26451,Slovenia,Daily ICU occupancy,17-07-2022,16.0
26452,Slovenia,Daily ICU occupancy,18-07-2022,20.0
26453,Slovenia,Daily ICU occupancy,19-07-2022,18.0
26454,Slovenia,Daily ICU occupancy,20-07-2022,19.0
26455,Slovenia,Daily ICU occupancy,21-07-2022,16.0
26456,Slovenia,Daily ICU occupancy,22-07-2022,15.0
26457,Slovenia,Daily ICU occupancy,23-07-2022,16.0
26458,Slovenia,Daily ICU occupancy,24-07-2022,18.0
26459,Slovenia,Daily ICU occupancy,25-07-2022,19.0
26460,Slovenia,Daily ICU occupancy,26-07-2022,19.0
26461,Slovenia,Daily ICU occupancy,27-07-2022,18.0
26462,Slovenia,Daily ICU occupancy,28-07-2022,17.0
26463,Slovenia,Daily ICU occupancy,29-07-2022,18.0
26464,Slovenia,Daily ICU occupancy,30-07-2022,16.0
26465,Slovenia,Daily ICU occupancy,31-07-2022,16.0
26466,Slovenia,Daily ICU occupancy,01-08-2022,17.0
26467,Slovenia,Daily ICU occupancy,02-08-2022,18.0
26468,Slovenia,Daily ICU occupancy,03-08-2022,17.0
26469,Slovenia,Daily ICU occupancy,04-08-2022,20.0
26470,Slovenia,Daily ICU occupancy,05-08-2022,17.0
26471,Slovenia,Daily ICU occupancy,06-08-2022,19.0
26472,Slovenia,Daily ICU occupancy,07-08-2022,16.0
26473,Slovenia,Daily ICU occupancy,08-08-2022,16.0
26474,Slovenia,Daily ICU occupancy,09-08-2022,17.0
26475,Slovenia,Daily ICU occupancy,10-08-2022,14.0
26476,Slovenia,Daily ICU occupancy,11-08-2022,13.0
26477,Slovenia,Daily ICU occupancy,12-08-2022,15.0
26478,Slovenia,Daily ICU occupancy,13-08-2022,16.0
26479,Slovenia,Daily ICU occupancy,14-08-2022,15.0
26480,Slovenia,Daily ICU occupancy,15-08-2022,17.0
26481,Slovenia,Daily ICU occupancy,16-08-2022,16.0
26482,Slovenia,Daily ICU occupancy,17-08-2022,18.0
26483,Slovenia,Daily ICU occupancy,18-08-2022,15.0
26484,Slovenia,Daily ICU occupancy,19-08-2022,17.0
26485,Slovenia,Daily ICU occupancy,20-08-2022,15.0
26486,Slovenia,Daily ICU occupancy,21-08-2022,15.0
26487,Slovenia,Daily ICU occupancy,22-08-2022,14.0
26488,Slovenia,Daily ICU occupancy,23-08-2022,19.0
26489,Slovenia,Daily ICU occupancy,24-08-2022,17.0
26490,Slovenia,Daily ICU occupancy,25-08-2022,16.0
26491,Slovenia,Daily ICU occupancy,26-08-2022,15.0
26492,Slovenia,Daily ICU occupancy,27-08-2022,16.0
26493,Slovenia,Daily ICU occupancy,28-08-2022,16.0
26494,Slovenia,Daily ICU occupancy,29-08-2022,16.0
26495,Slovenia,Daily ICU occupancy,30-08-2022,16.0
26496,Slovenia,Daily ICU occupancy,31-08-2022,14.0
26497,Slovenia,Daily ICU occupancy,01-09-2022,14.0
26498,Slovenia,Daily ICU occupancy,02-09-2022,13.0
26499,Slovenia,Daily ICU occupancy,03-09-2022,15.0
26500,Slovenia,Daily ICU occupancy,04-09-2022,15.0
26501,Slovenia,Daily ICU occupancy,05-09-2022,16.0
26502,Slovenia,Daily ICU occupancy,06-09-2022,15.0
26503,Slovenia,Daily ICU occupancy,07-09-2022,13.0
26504,Slovenia,Daily ICU occupancy,08-09-2022,13.0
26505,Slovenia,Daily ICU occupancy,09-09-2022,14.0
26506,Slovenia,Daily ICU occupancy,10-09-2022,15.0
26507,Slovenia,Daily ICU occupancy,11-09-2022,15.0
26508,Slovenia,Daily ICU occupancy,12-09-2022,16.0
26509,Slovenia,Daily ICU occupancy,13-09-2022,12.0
26510,Slovenia,Daily ICU occupancy,14-09-2022,12.0
26511,Slovenia,Daily ICU occupancy,15-09-2022,13.0
26512,Slovenia,Daily ICU occupancy,16-09-2022,14.0
26513,Slovenia,Daily ICU occupancy,17-09-2022,14.0
26514,Slovenia,Daily ICU occupancy,18-09-2022,14.0
26515,Slovenia,Daily ICU occupancy,19-09-2022,12.0
26516,Slovenia,Daily ICU occupancy,20-09-2022,9.0
26517,Slovenia,Daily ICU occupancy,21-09-2022,12.0
26518,Slovenia,Daily ICU occupancy,22-09-2022,14.0
26519,Slovenia,Daily ICU occupancy,23-09-2022,15.0
26520,Slovenia,Daily ICU occupancy,24-09-2022,17.0
26521,Slovenia,Daily ICU occupancy,25-09-2022,15.0
26522,Slovenia,Daily ICU occupancy,26-09-2022,16.0
26523,Slovenia,Daily ICU occupancy,27-09-2022,19.0
26524,Slovenia,Daily ICU occupancy,28-09-2022,18.0
26525,Slovenia,Daily ICU occupancy,29-09-2022,23.0
26526,Slovenia,Daily ICU occupancy,30-09-2022,22.0
26527,Slovenia,Daily ICU occupancy,01-10-2022,20.0
26528,Slovenia,Daily ICU occupancy,02-10-2022,23.0
26529,Slovenia,Daily ICU occupancy,03-10-2022,26.0
26530,Slovenia,Daily ICU occupancy,04-10-2022,29.0
26531,Slovenia,Daily ICU occupancy,05-10-2022,31.0
26532,Slovenia,Daily ICU occupancy,06-10-2022,26.0
26533,Slovenia,Daily ICU occupancy,07-10-2022,28.0
26534,Slovenia,Daily ICU occupancy,08-10-2022,25.0
26535,Slovenia,Daily ICU occupancy,09-10-2022,25.0
26536,Slovenia,Daily ICU occupancy,10-10-2022,25.0
26537,Slovenia,Daily ICU occupancy,11-10-2022,24.0
26538,Slovenia,Daily ICU occupancy,12-10-2022,27.0
26539,Slovenia,Daily ICU occupancy,13-10-2022,26.0
26540,Slovenia,Daily ICU occupancy,14-10-2022,20.0
26541,Slovenia,Daily ICU occupancy,15-10-2022,25.0
